"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Idaho"	"16"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	207	1612136	12.8	13.4
	"Idaho"	"16"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	212	1634464	13.0	13.7
	"Idaho"	"16"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	217	1654930	13.1	14.1
	"Idaho"	"16"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	243	1683140	14.4	15.2
	"Illinois"	"17"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	821	12359020	6.6	6.7
	"Illinois"	"17"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	866	12419293	7.0	7.0
	"Illinois"	"17"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	891	12488445	7.1	7.1
	"Illinois"	"17"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	981	12525556	7.8	7.9
	"Illinois"	"17"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	843	12556006	6.7	6.7
	"Illinois"	"17"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	1030	12589773	8.2	8.2
	"Illinois"	"17"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	1065	12609903	8.4	8.4
	"Illinois"	"17"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1363	12643955	10.8	10.8
	"Illinois"	"17"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1184	12695866	9.3	9.3
	"Illinois"	"17"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1341	12747038	10.5	10.5
	"Illinois"	"17"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1372	12796778	10.7	10.7
	"Illinois"	"17"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1278	12830632	10.0	9.9
	"Illinois"	"17"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1402	12869257	10.9	10.9
	"Illinois"	"17"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1617	12875255	12.6	12.5
	"Illinois"	"17"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1569	12882135	12.2	12.0
	"Illinois"	"17"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1695	12880580	13.2	13.1
	"Illinois"	"17"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1821	12859995	14.2	14.0
	"Illinois"	"17"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2395	12801539	18.7	18.8
	"Indiana"	"18"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	190	6044969	3.1	3.2
	"Indiana"	"18"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	214	6080485	3.5	3.5
	"Indiana"	"18"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	282	6127760	4.6	4.7
	"Indiana"	"18"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	291	6155967	4.7	4.8
	"Indiana"	"18"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	432	6196638	7.0	7.1
	"Indiana"	"18"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	538	6233007	8.6	8.7
	"Indiana"	"18"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	609	6278616	9.7	9.8
	"Indiana"	"18"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	735	6332669	11.6	11.8
	"Indiana"	"18"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	778	6379599	12.2	12.3
	"Indiana"	"18"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	826	6424806	12.9	13.1
	"Indiana"	"18"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	893	6459325	13.8	14.0
	"Indiana"	"18"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	926	6483802	14.3	14.4
	"Indiana"	"18"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	974	6516922	14.9	15.3
	"Indiana"	"18"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1010	6537334	15.4	16.0
	"Indiana"	"18"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1061	6570902	16.1	16.6
	"Indiana"	"18"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1172	6596855	17.8	18.2
	"Indiana"	"18"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1243	6619680	18.8	19.5
	"Indiana"	"18"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1522	6633053	22.9	23.9
	"Iowa"	"19"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	53	2917634	1.8	1.9
	"Iowa"	"19"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	73	2926324	2.5	2.5
	"Iowa"	"19"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	87	2931997	3.0	3.0
	"Iowa"	"19"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	91	2934234	3.1	3.1
	"Iowa"	"19"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	95	2941999	3.2	3.4
	"Iowa"	"19"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	121	2953635	4.1	4.2
	"Iowa"	"19"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	141	2964454	4.8	4.8
	"Iowa"	"19"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	187	2982644	6.3	6.6
	"Iowa"	"19"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	203	2999212	6.8	6.9
	"Iowa"	"19"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	209	3016734	6.9	7.2
	"Iowa"	"19"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	207	3032870	6.8	7.1
	"Iowa"	"19"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	253	3046355	8.3	8.6
	"Iowa"	"19"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	250	3062309	8.2	8.4
	"Iowa"	"19"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	258	3074186	8.4	8.6
	"Iowa"	"19"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	272	3090416	8.8	9.2
	"Iowa"	"19"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	263	3107126	8.5	8.8
	"Iowa"	"19"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	308	3123899	9.9	10.2
	"Iowa"	"19"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	313	3134693	10.0	10.6
	"Kansas"	"20"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	89	2678338	3.3	3.4
	"Kansas"	"20"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	103	2688418	3.8	4.0
	"Kansas"	"20"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	138	2702162	5.1	5.3
	"Kansas"	"20"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	170	2713535	6.3	6.4
	"Kansas"	"20"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	188	2723004	6.9	7.1
	"Kansas"	"20"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	223	2734373	8.2	8.4
	"Kansas"	"20"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	241	2745299	8.8	9.1
	"Kansas"	"20"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	257	2762931	9.3	9.5
	"Kansas"	"20"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	269	2783785	9.7	9.9
	"Kansas"	"20"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	219	2808076	7.8	8.0
	"Kansas"	"20"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	304	2832704	10.7	11.1
	"Kansas"	"20"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	269	2853118	9.4	9.6
	"Kansas"	"20"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	279	2871238	9.7	10.1
	"Kansas"	"20"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	318	2885905	11.0	11.5
	"Kansas"	"20"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	329	2893957	11.4	11.9
	"Kansas"	"20"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	332	2904021	11.4	11.7
	"Kansas"	"20"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	329	2911641	11.3	11.8
	"Kansas"	"20"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	313	2907289	10.8	11.1
	"Kentucky"	"21"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	196	4018053	4.9	4.8
	"Kentucky"	"21"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	241	4041769	6.0	5.9
	"Kentucky"	"21"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	345	4068132	8.5	8.4
	"Kentucky"	"21"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	425	4089875	10.4	10.4
	"Kentucky"	"21"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	559	4117170	13.6	13.6
	"Kentucky"	"21"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	524	4146101	12.6	12.7
	"Kentucky"	"21"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	637	4182742	15.2	15.3
	"Kentucky"	"21"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	726	4219239	17.2	17.3
	"Kentucky"	"21"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	708	4256672	16.6	16.7
	"Kentucky"	"21"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	764	4289878	17.8	17.9
	"Kentucky"	"21"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	768	4317074	17.8	17.9
	"Kentucky"	"21"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1007	4339367	23.2	23.6
	"Kentucky"	"21"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1057	4369356	24.2	25.0
	"Kentucky"	"21"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1078	4380415	24.6	25.0
	"Kentucky"	"21"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1019	4395295	23.2	23.7
	"Kentucky"	"21"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1076	4413457	24.4	24.7
	"Kentucky"	"21"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1272	4425092	28.7	29.9
	"Kentucky"	"21"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	1418	4436974	32.0	33.5
	"Louisiana"	"22"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	187	4460811	4.2	4.3
	"Louisiana"	"22"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	247	4468976	5.5	5.6
	"Louisiana"	"22"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	264	4477875	5.9	5.9
	"Louisiana"	"22"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	364	4497267	8.1	8.2
	"Louisiana"	"22"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	535	4521042	11.8	12.1
	"Louisiana"	"22"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	536	4552238	11.8	12.1
	"Louisiana"	"22"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	660	4576628	14.4	14.7
	"Louisiana"	"22"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	703	4302665	16.3	16.5
	"Louisiana"	"22"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	808	4375581	18.5	18.8
	"Louisiana"	"22"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	646	4435586	14.6	14.9
	"Louisiana"	"22"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	583	4491648	13.0	13.1
	"Louisiana"	"22"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	591	4533372	13.0	13.2
	"Louisiana"	"22"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	597	4574836	13.0	13.4
	"Louisiana"	"22"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	565	4601893	12.3	12.3
	"Louisiana"	"22"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	808	4625470	17.5	17.7
	"Louisiana"	"22"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	775	4649676	16.7	16.8
	"Louisiana"	"22"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	861	4670724	18.4	19.0
	"Louisiana"	"22"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	991	4681666	21.2	21.7
	"Maine"	"23"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	67	1266808	5.3	5.3
	"Maine"	"23"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	61	1274923	4.8	4.8
	"Maine"	"23"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	85	1285692	6.6	6.5
	"Maine"	"23"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	139	1295960	10.7	10.9
	"Maine"	"23"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	133	1306513	10.2	10.3
	"Maine"	"23"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	139	1313688	10.6	10.9
	"Maine"	"23"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	163	1318787	12.4	12.4
	"Maine"	"23"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	159	1323619	12.0	12.0
	"Maine"	"23"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	159	1327040	12.0	12.4
	"Maine"	"23"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	161	1330509	12.1	12.2
	"Maine"	"23"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	173	1329590	13.0	12.7
	"Maine"	"23"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	135	1328361	10.2	10.4
	"Maine"	"23"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	156	1328188	11.7	11.8
	"Maine"	"23"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	150	1329192	11.3	11.5
	"Maine"	"23"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	171	1328302	12.9	13.0
	"Maine"	"23"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	216	1330089	16.2	16.8
	"Maine"	"23"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	269	1329328	20.2	21.2
	"Maine"	"23"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	353	1331479	26.5	28.7
	"Maryland"	"24"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	627	5254509	11.9	11.4
	"Maryland"	"24"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	621	5296486	11.7	11.3
	"Maryland"	"24"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	636	5374691	11.8	11.4
	"Maryland"	"24"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	723	5440389	13.3	12.9
	"Maryland"	"24"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	778	5496269	14.2	13.8
	"Maryland"	"24"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	674	5546935	12.2	11.8
	"Maryland"	"24"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	655	5592379	11.7	11.4
	"Maryland"	"24"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	762	5627367	13.5	13.2
	"Maryland"	"24"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	767	5653408	13.6	13.2
	"Maryland"	"24"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	692	5684965	12.2	11.7
	"Maryland"	"24"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	743	5730388	13.0	12.5
	"Maryland"	"24"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	650	5773552	11.3	11.0
	"Maryland"	"24"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	706	5828289	12.1	11.7
	"Maryland"	"24"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	830	5884563	14.1	13.7
	"Maryland"	"24"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	889	5928814	15.0	14.5
	"Maryland"	"24"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1067	5976407	17.9	17.3
	"Maryland"	"24"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1284	6006401	21.4	20.9
	"Maryland"	"24"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2043	6016447	34.0	33.2
	"Massachusetts"	"25"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	487	6317345	7.7	7.5
	"Massachusetts"	"25"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	463	6349097	7.3	7.1
	"Massachusetts"	"25"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	689	6397634	10.8	10.5
	"Massachusetts"	"25"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	705	6417206	11.0	10.7
	"Massachusetts"	"25"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	823	6422565	12.8	12.6
	"Massachusetts"	"25"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	668	6412281	10.4	10.3
	"Massachusetts"	"25"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	780	6403290	12.2	12.0
	"Massachusetts"	"25"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	970	6410084	15.1	14.7
	"Massachusetts"	"25"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	922	6431559	14.3	14.0
	"Massachusetts"	"25"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	786	6468967	12.2	11.9
	"Massachusetts"	"25"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	815	6517613	12.5	12.2
	"Massachusetts"	"25"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	737	6547629	11.3	11.0
	"Massachusetts"	"25"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	856	6587536	13.0	12.7
	"Massachusetts"	"25"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	859	6646144	12.9	12.7
	"Massachusetts"	"25"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1080	6692824	16.1	16.0
	"Massachusetts"	"25"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1288	6745408	19.1	19.0
	"Massachusetts"	"25"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1724	6794422	25.4	25.7
	"Massachusetts"	"25"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2226	6811779	32.7	33.0
	"Michigan"	"26"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	456	9897116	4.6	4.6
	"Michigan"	"26"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	559	9938444	5.6	5.6
	"Michigan"	"26"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	621	9991120	6.2	6.2
	"Michigan"	"26"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	748	10015710	7.5	7.5
	"Michigan"	"26"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	759	10041152	7.6	7.6
	"Michigan"	"26"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	867	10055315	8.6	8.7
	"Michigan"	"26"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	984	10051137	9.8	9.8
	"Michigan"	"26"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	1172	10036081	11.7	11.7
	"Michigan"	"26"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	1232	10001284	12.3	12.2
	"Michigan"	"26"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	1236	9946889	12.4	12.3
	"Michigan"	"26"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	1429	9901591	14.4	14.5
	"Michigan"	"26"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	1392	9883640	14.1	13.9
	"Michigan"	"26"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	1386	9876187	14.0	14.3
	"Michigan"	"26"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	1307	9883360	13.2	13.5
	"Michigan"	"26"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	1551	9895622	15.7	15.8
	"Michigan"	"26"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	1760	9909877	17.8	18.0
	"Michigan"	"26"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	1976	9922576	19.9	20.3
	"Michigan"	"26"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	2347	9928300	23.6	24.4
	"Minnesota"	"27"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	136	4873481	2.8	2.8
	"Minnesota"	"27"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	130	4919479	2.6	2.6
	"Minnesota"	"27"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	185	4982796	3.7	3.7
	"Minnesota"	"27"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	201	5018935	4.0	3.9
	"Minnesota"	"27"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	246	5053572	4.9	4.8
	"Minnesota"	"27"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	250	5087713	4.9	4.8
	"Minnesota"	"27"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	282	5119598	5.5	5.4
	"Minnesota"	"27"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	311	5163555	6.0	5.9
	"Minnesota"	"27"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	341	5207203	6.5	6.4
	"Minnesota"	"27"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	384	5247018	7.3	7.2
	"Minnesota"	"27"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	417	5281203	7.9	7.8
	"Minnesota"	"27"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	397	5303925	7.5	7.3
	"Minnesota"	"27"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	511	5344861	9.6	9.4
	"Minnesota"	"27"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	482	5379139	9.0	8.9
	"Minnesota"	"27"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	522	5420380	9.6	9.6
	"Minnesota"	"27"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	515	5457173	9.4	9.6
	"Minnesota"	"27"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	581	5489594	10.6	10.6
	"Minnesota"	"27"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	672	5519952	12.2	12.5
	"Mississippi"	"28"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	87	2828408	3.1	3.2
	"Mississippi"	"28"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	113	2844658	4.0	4.1
	"Mississippi"	"28"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	168	2852994	5.9	6.1
	"Mississippi"	"28"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	183	2858681	6.4	6.6
	"Mississippi"	"28"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	206	2868312	7.2	7.4
	"Mississippi"	"28"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	222	2889010	7.7	8.1
	"Mississippi"	"28"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	246	2905943	8.5	8.7
	"Mississippi"	"28"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	338	2904978	11.6	12.0
	"Mississippi"	"28"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	314	2928350	10.7	11.0
	"Mississippi"	"28"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	302	2947806	10.2	10.5
	"Mississippi"	"28"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	322	2958774	10.9	11.1
	"Mississippi"	"28"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	333	2967297	11.2	11.4
	"Mississippi"	"28"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	302	2978512	10.1	10.7
	"Mississippi"	"28"	"2012"	"2012"	"External causes of morbidity and mortality"	"V01-Y89"	310	2984926	10.4	10.7
	"Mississippi"	"28"	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	315	2991207	10.5	10.8
	"Mississippi"	"28"	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	336	2994079	11.2	11.6
	"Mississippi"	"28"	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	350	2992333	11.7	12.3
	"Mississippi"	"28"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	352	2988726	11.8	12.1
	"Missouri"	"29"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	276	5561948	5.0	5.0
	"Missouri"	"29"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	303	5595211	5.4	5.5
	"Missouri"	"29"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	349	5641142	6.2	6.2
	"Missouri"	"29"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	416	5674825	7.3	7.5
	"Missouri"	"29"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	521	5709403	9.1	9.3
	"Missouri"	"29"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	545	5747741	9.5	9.7
	"Missouri"	"29"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	606	5790300	10.5	10.6
	"Missouri"	"29"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	743	5842704	12.7	13.0
	"Missouri"	"29"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	713	5887612	12.1	12.2
